N,P,K,temperature,humidity,ph,rainfall,soil_texture,crop_label
74.0,39.0,38.0,23.24,84.59,7.78,233.05,0.0,6.0
63.0,35.0,16.0,22.03,65.36,6.27,83.73,3.0,3.0
31.0,51.0,25.0,27.54,85.57,7.2,53.02,1.0,9.0
13.0,16.0,8.0,34.74,93.12,6.95,100.2,1.0,4.0
10.0,55.0,23.0,21.19,19.63,5.73,137.19,0.0,0.0
4.0,19.0,43.0,18.07,93.15,5.78,106.36,3.0,2.0
9.0,16.0,39.0,18.41,91.12,6.1,105.18,3.0,2.0
20.0,29.0,10.0,29.07,93.27,7.37,100.79,1.0,4.0
85.0,9.0,53.0,28.21,92.87,6.45,28.79,3.0,8.0
76.0,57.0,18.0,18.98,74.53,6.09,94.26,3.0,3.0
39.0,73.0,24.0,25.66,61.18,7.22,69.29,3.0,1.0
22.0,78.0,76.0,17.85,19.09,8.62,76.32,1.0,7.0
8.0,54.0,20.0,28.33,80.77,7.03,38.8,1.0,9.0
11.0,46.0,24.0,27.65,89.81,6.46,56.53,1.0,9.0
32.0,14.0,37.0,22.73,88.49,6.83,104.68,3.0,2.0
85.0,25.0,47.0,26.11,87.64,6.3,58.48,2.0,5.0
21.0,9.0,40.0,24.51,90.64,5.96,105.62,3.0,2.0
63.0,35.0,16.0,22.03,65.36,6.27,83.73,3.0,3.0
22.0,80.0,20.0,23.01,18.87,5.67,100.12,0.0,0.0
33.0,59.0,22.0,22.64,21.59,5.95,122.39,0.0,0.0
9.0,57.0,24.0,29.89,89.72,7.17,42.99,1.0,9.0
95.0,16.0,46.0,27.08,90.14,6.75,24.45,3.0,8.0
75.0,54.0,36.0,26.29,84.57,7.02,257.49,0.0,6.0
84.0,21.0,55.0,28.47,94.79,6.49,21.08,3.0,8.0
34.0,60.0,25.0,29.78,85.17,6.79,40.78,1.0,9.0
68.0,41.0,16.0,21.78,57.81,6.16,102.09,3.0,3.0
120.0,7.0,47.0,24.25,83.04,6.65,54.77,2.0,5.0
39.0,28.0,10.0,31.35,91.48,7.18,109.15,1.0,4.0
101.0,11.0,51.0,25.51,84.24,6.79,44.21,2.0,5.0
112.0,25.0,51.0,25.05,85.57,6.93,56.72,2.0,5.0
119.0,30.0,49.0,25.36,80.46,6.9,47.72,2.0,5.0
100.0,14.0,49.0,29.49,91.08,6.37,26.02,3.0,8.0
29.0,22.0,40.0,23.63,89.73,6.15,107.68,3.0,2.0
36.0,76.0,75.0,18.38,16.64,8.74,70.52,1.0,7.0
109.0,21.0,55.0,24.9,89.74,6.77,57.45,2.0,5.0
58.0,66.0,79.0,20.99,19.33,8.72,93.55,1.0,7.0
21.0,6.0,41.0,24.88,89.4,7.09,107.2,3.0,2.0
14.0,48.0,21.0,29.25,84.8,6.99,53.43,1.0,9.0
99.0,36.0,20.0,20.58,65.35,6.67,78.35,3.0,3.0
13.0,30.0,37.0,20.86,91.62,6.28,106.87,3.0,2.0
52.0,70.0,16.0,33.67,66.6,7.53,67.33,3.0,1.0
39.0,76.0,76.0,19.97,15.57,6.14,69.16,1.0,7.0
0.0,18.0,14.0,29.77,92.01,7.21,114.42,1.0,4.0
1.0,62.0,23.0,15.44,18.37,5.61,139.03,0.0,0.0
25.0,70.0,16.0,19.63,18.91,5.76,106.36,0.0,0.0
16.0,10.0,41.0,24.77,85.64,6.74,105.76,3.0,2.0
30.0,75.0,81.0,19.42,16.81,6.41,68.52,1.0,7.0
9.0,16.0,36.0,23.78,92.93,5.89,106.98,3.0,2.0
79.0,45.0,20.0,23.81,59.25,5.72,89.96,3.0,3.0
52.0,60.0,79.0,19.45,18.23,8.38,75.63,1.0,7.0
9.0,69.0,20.0,19.31,23.96,5.59,129.34,0.0,0.0
51.0,72.0,75.0,18.89,14.99,7.1,80.11,1.0,7.0
90.0,57.0,24.0,18.93,72.8,6.16,82.34,3.0,3.0
76.0,44.0,17.0,20.42,62.55,5.86,65.28,3.0,3.0
99.0,55.0,35.0,21.72,80.24,6.5,277.96,0.0,6.0
44.0,58.0,18.0,28.04,65.07,6.81,72.5,3.0,1.0
64.0,35.0,23.0,23.02,61.89,5.68,63.04,3.0,3.0
17.0,58.0,20.0,28.07,85.92,6.43,39.24,1.0,9.0
4.0,44.0,19.0,27.96,83.53,6.92,43.26,1.0,9.0
78.0,37.0,22.0,25.34,63.32,6.33,74.52,3.0,3.0
8.0,28.0,37.0,23.88,86.21,6.08,108.31,3.0,2.0
118.0,18.0,52.0,28.05,90.83,6.56,20.76,3.0,8.0
43.0,66.0,79.0,19.46,15.23,7.98,74.59,1.0,7.0
29.0,67.0,21.0,29.79,63.39,6.62,63.02,3.0,1.0
37.0,24.0,13.0,19.14,90.71,7.85,108.02,1.0,4.0
37.0,64.0,22.0,17.48,18.83,5.95,121.94,0.0,0.0
43.0,79.0,79.0,19.41,18.98,7.81,80.25,1.0,7.0
21.0,51.0,15.0,29.36,89.19,6.68,48.3,1.0,9.0
26.0,80.0,83.0,17.08,16.15,7.53,71.31,1.0,7.0
70.0,36.0,42.0,21.84,80.73,6.95,202.38,0.0,6.0
60.0,55.0,44.0,23.0,82.32,7.84,263.96,0.0,6.0
42.0,79.0,85.0,17.22,15.82,6.13,76.58,1.0,7.0
87.0,35.0,25.0,21.45,63.16,6.18,65.89,3.0,3.0
90.0,44.0,38.0,23.84,83.88,7.47,241.2,0.0,6.0
32.0,25.0,9.0,10.36,93.76,7.8,101.15,1.0,4.0
22.0,72.0,85.0,18.87,15.66,6.39,88.51,1.0,7.0
36.0,29.0,13.0,20.68,90.92,7.83,109.75,1.0,4.0
39.0,76.0,76.0,19.97,15.57,6.14,69.16,1.0,7.0
84.0,25.0,52.0,24.37,81.25,6.13,44.21,2.0,5.0
83.0,57.0,19.0,25.73,70.75,6.88,98.74,3.0,3.0
17.0,52.0,17.0,27.88,86.45,6.36,44.64,1.0,9.0
104.0,25.0,51.0,28.96,93.88,6.47,23.56,3.0,8.0
22.0,78.0,76.0,17.85,19.09,8.62,76.32,1.0,7.0
59.0,70.0,84.0,17.33,18.75,7.55,82.62,1.0,7.0
74.0,58.0,18.0,20.04,56.36,6.73,109.02,3.0,3.0
36.0,38.0,15.0,28.36,87.6,6.32,58.0,1.0,9.0
116.0,25.0,50.0,29.26,92.92,6.09,28.71,3.0,8.0
26.0,54.0,17.0,28.55,88.96,6.27,49.49,1.0,9.0
39.0,9.0,15.0,25.35,91.81,7.99,116.76,1.0,4.0
75.0,54.0,36.0,26.29,84.57,7.02,257.49,0.0,6.0
21.0,17.0,15.0,23.98,91.55,7.46,118.49,1.0,4.0
12.0,20.0,10.0,24.45,93.11,6.53,109.47,1.0,4.0
106.0,10.0,49.0,27.73,92.01,6.35,20.21,3.0,8.0
42.0,67.0,77.0,18.99,15.94,6.11,78.71,1.0,7.0
25.0,17.0,40.0,18.91,87.75,6.61,111.28,3.0,2.0
57.0,68.0,81.0,17.17,17.3,8.08,72.79,1.0,7.0
76.0,49.0,42.0,24.96,84.48,5.21,196.96,0.0,6.0
24.0,21.0,42.0,20.82,87.23,7.0,109.44,3.0,2.0
106.0,20.0,51.0,29.73,90.97,6.34,20.49,3.0,8.0
40.0,27.0,45.0,21.66,94.79,5.89,112.43,3.0,2.0
38.0,36.0,21.0,28.03,84.88,6.56,36.12,1.0,9.0
102.0,14.0,52.0,26.79,89.65,6.51,57.74,2.0,5.0
11.0,72.0,20.0,19.52,24.93,5.95,113.33,0.0,0.0
90.0,44.0,38.0,23.84,83.88,7.47,241.2,0.0,6.0
39.0,71.0,84.0,20.28,16.4,8.14,82.52,1.0,7.0
11.0,10.0,45.0,22.63,88.46,6.4,109.04,3.0,2.0
116.0,25.0,50.0,29.26,92.92,6.09,28.71,3.0,8.0
101.0,20.0,48.0,24.68,82.75,6.21,57.06,2.0,5.0
39.0,17.0,45.0,18.1,90.42,6.92,104.88,3.0,2.0
36.0,29.0,13.0,20.68,90.92,7.83,109.75,1.0,4.0
22.0,64.0,82.0,19.49,17.17,6.47,87.51,1.0,7.0
31.0,75.0,18.0,15.47,21.44,5.82,88.89,0.0,0.0
56.0,79.0,15.0,29.48,63.2,7.45,71.89,3.0,1.0
27.0,56.0,20.0,29.21,87.11,6.42,51.54,1.0,9.0
90.0,14.0,52.0,24.85,89.2,6.39,59.68,2.0,5.0
15.0,6.0,41.0,19.01,88.84,6.9,108.68,3.0,2.0
28.0,66.0,23.0,21.54,24.25,6.0,120.69,0.0,0.0
95.0,12.0,51.0,25.76,84.17,6.68,44.22,2.0,5.0
9.0,8.0,40.0,22.49,89.92,6.55,111.66,3.0,2.0
114.0,8.0,50.0,24.75,88.31,6.58,57.96,2.0,5.0
83.0,9.0,45.0,25.85,89.13,6.05,46.85,2.0,5.0
27.0,62.0,77.0,18.2,14.71,6.58,70.18,1.0,7.0
4.0,6.0,7.0,23.01,91.12,6.71,112.67,1.0,4.0
27.0,80.0,15.0,19.07,21.21,5.79,86.22,0.0,0.0
21.0,21.0,38.0,22.55,89.33,6.33,104.9,3.0,2.0
22.0,70.0,19.0,18.24,21.08,5.52,69.45,0.0,0.0
37.0,79.0,19.0,27.54,69.35,7.14,69.41,3.0,1.0
95.0,13.0,46.0,29.84,93.76,6.13,23.28,3.0,8.0
13.0,60.0,25.0,17.14,20.61,5.69,128.26,0.0,0.0
84.0,29.0,49.0,29.94,93.91,6.25,20.39,3.0,8.0
21.0,39.0,20.0,28.14,82.12,7.06,46.76,1.0,9.0
29.0,76.0,15.0,28.54,64.2,7.03,69.69,3.0,1.0
98.0,8.0,51.0,26.18,86.52,6.26,49.43,2.0,5.0
84.0,44.0,21.0,21.87,61.91,5.85,107.27,3.0,3.0
20.0,27.0,41.0,20.51,92.52,5.7,110.58,3.0,2.0
111.0,6.0,53.0,26.49,88.59,6.31,46.06,2.0,5.0
40.0,78.0,20.0,19.19,20.83,5.67,80.15,0.0,0.0
40.0,9.0,41.0,24.38,85.4,5.78,106.13,3.0,2.0
3.0,77.0,25.0,24.85,22.89,5.61,62.21,0.0,0.0
74.0,35.0,40.0,26.49,80.16,6.98,242.86,0.0,6.0
28.0,58.0,81.0,17.48,16.54,6.18,93.35,1.0,7.0
61.0,44.0,17.0,26.1,71.57,6.93,102.27,3.0,3.0
13.0,7.0,43.0,18.2,91.12,7.01,109.66,3.0,2.0
20.0,20.0,10.0,11.87,93.68,6.98,106.06,1.0,4.0
120.0,16.0,51.0,28.0,91.64,6.55,23.29,3.0,8.0
23.0,30.0,44.0,20.94,85.43,6.12,103.03,3.0,2.0
53.0,67.0,17.0,31.78,69.02,7.3,61.47,3.0,1.0
8.0,23.0,44.0,18.47,89.69,7.13,108.48,3.0,2.0
25.0,76.0,24.0,15.33,24.92,5.57,135.33,0.0,0.0
110.0,14.0,51.0,27.02,91.67,6.09,21.26,3.0,8.0
8.0,26.0,36.0,18.78,87.4,6.8,102.52,3.0,2.0
8.0,7.0,10.0,28.26,91.98,6.93,105.21,1.0,4.0
40.0,68.0,17.0,34.13,65.15,7.73,70.41,3.0,1.0
74.0,35.0,40.0,26.49,80.16,6.98,242.86,0.0,6.0
71.0,46.0,40.0,20.28,82.12,7.24,191.95,0.0,6.0
4.0,13.0,6.0,15.63,94.26,7.56,101.47,1.0,4.0
61.0,41.0,17.0,25.14,65.26,6.02,76.68,3.0,3.0
7.0,20.0,12.0,16.53,94.77,6.48,110.04,1.0,4.0
30.0,44.0,16.0,29.73,82.89,6.44,50.92,1.0,9.0
111.0,6.0,53.0,26.49,88.59,6.31,46.06,2.0,5.0
21.0,38.0,21.0,29.76,86.45,6.64,37.55,1.0,9.0
51.0,72.0,75.0,18.89,14.99,7.1,80.11,1.0,7.0
49.0,55.0,78.0,18.66,16.18,7.86,81.71,1.0,7.0
6.0,77.0,25.0,20.61,24.36,5.79,69.64,0.0,0.0
39.0,24.0,14.0,30.55,90.9,7.19,106.07,1.0,4.0
74.0,35.0,40.0,26.49,80.16,6.98,242.86,0.0,6.0
97.0,12.0,47.0,25.29,89.64,6.77,58.29,2.0,5.0
30.0,65.0,82.0,20.71,15.28,6.11,76.78,1.0,7.0
87.0,60.0,23.0,20.27,63.91,6.44,62.5,3.0,3.0
111.0,15.0,54.0,27.71,92.91,6.19,22.06,3.0,8.0
40.0,64.0,16.0,16.43,24.24,5.93,140.37,0.0,0.0
37.0,18.0,12.0,10.27,90.19,7.4,106.7,1.0,4.0
81.0,53.0,42.0,23.68,81.04,5.18,233.7,0.0,6.0
27.0,62.0,24.0,28.63,66.77,7.35,62.27,3.0,1.0
115.0,11.0,46.0,24.42,89.4,6.62,40.32,2.0,5.0
86.0,36.0,24.0,26.55,72.89,5.79,73.34,3.0,3.0
61.0,44.0,17.0,26.1,71.57,6.93,102.27,3.0,3.0
11.0,71.0,17.0,19.92,21.47,5.75,82.69,0.0,0.0
12.0,63.0,17.0,18.36,19.38,5.72,138.41,0.0,0.0
16.0,29.0,13.0,32.32,93.68,6.2,117.62,1.0,4.0
35.0,69.0,23.0,16.79,24.97,5.58,75.45,0.0,0.0
82.0,22.0,45.0,26.22,85.35,6.51,54.6,2.0,5.0
94.0,50.0,37.0,25.67,80.66,6.95,209.59,0.0,6.0
98.0,25.0,52.0,25.28,83.15,6.22,49.29,2.0,5.0
92.0,35.0,40.0,22.18,80.33,6.36,200.09,0.0,6.0
18.0,27.0,41.0,22.37,92.31,7.18,104.82,3.0,2.0
34.0,66.0,19.0,32.97,60.18,7.59,73.45,3.0,1.0
75.0,56.0,18.0,19.4,62.36,5.7,60.95,3.0,3.0
73.0,58.0,21.0,19.97,57.68,6.6,60.65,3.0,3.0
82.0,20.0,54.0,29.34,90.02,6.54,21.45,3.0,8.0
6.0,30.0,40.0,22.77,91.45,6.36,106.97,3.0,2.0
63.0,43.0,17.0,19.29,65.47,6.81,71.32,3.0,3.0
0.0,17.0,42.0,23.2,91.19,6.86,109.09,3.0,2.0
34.0,60.0,23.0,20.13,24.97,5.66,100.05,0.0,0.0
43.0,61.0,20.0,26.87,61.61,6.8,63.52,3.0,1.0
98.0,53.0,38.0,20.27,81.64,5.01,270.44,0.0,6.0
24.0,21.0,42.0,20.82,87.23,7.0,109.44,3.0,2.0
93.0,41.0,17.0,25.62,66.5,6.05,105.47,3.0,3.0
31.0,51.0,25.0,27.54,85.57,7.2,53.02,1.0,9.0
90.0,23.0,54.0,28.56,90.46,6.16,27.27,3.0,8.0
106.0,14.0,45.0,24.47,84.16,6.42,57.27,2.0,5.0
99.0,55.0,35.0,21.72,80.24,6.5,277.96,0.0,6.0
18.0,21.0,35.0,23.28,94.94,6.37,111.14,3.0,2.0
95.0,16.0,46.0,27.08,90.14,6.75,24.45,3.0,8.0
86.0,18.0,45.0,28.97,90.72,6.57,22.26,3.0,8.0
53.0,65.0,76.0,20.19,16.42,6.72,77.34,1.0,7.0
72.0,60.0,25.0,18.53,69.03,5.77,88.1,3.0,3.0
3.0,26.0,39.0,24.38,91.19,7.08,103.6,3.0,2.0
20.0,79.0,77.0,18.55,16.03,7.65,76.33,1.0,7.0
85.0,9.0,53.0,28.21,92.87,6.45,28.79,3.0,8.0
21.0,62.0,24.0,33.49,62.73,6.85,65.45,3.0,1.0
96.0,13.0,55.0,29.53,94.57,6.7,21.14,3.0,8.0
88.0,29.0,51.0,24.72,88.95,6.1,48.46,2.0,5.0
27.0,80.0,15.0,19.07,21.21,5.79,86.22,0.0,0.0
27.0,64.0,21.0,32.84,68.68,7.54,73.67,3.0,1.0
101.0,17.0,47.0,29.49,94.73,6.19,26.31,3.0,8.0
26.0,67.0,16.0,29.11,67.91,7.18,67.83,3.0,1.0
30.0,70.0,79.0,20.27,19.97,7.31,69.64,1.0,7.0
39.0,28.0,10.0,31.35,91.48,7.18,109.15,1.0,4.0
9.0,48.0,22.0,27.77,87.1,6.4,49.51,1.0,9.0
31.0,37.0,21.0,27.24,86.4,6.71,37.31,1.0,9.0
120.0,20.0,45.0,25.67,88.7,6.11,54.23,2.0,5.0
113.0,6.0,52.0,27.76,90.36,6.74,25.22,3.0,8.0
28.0,68.0,19.0,34.64,61.39,7.7,72.43,3.0,1.0
36.0,43.0,22.0,27.83,87.17,6.39,58.37,1.0,9.0
85.0,58.0,41.0,21.77,80.32,7.04,226.66,0.0,6.0
18.0,5.0,11.0,20.88,90.94,6.25,102.46,1.0,4.0
58.0,75.0,25.0,25.26,61.37,7.26,68.65,3.0,1.0
6.0,18.0,37.0,19.66,89.94,5.94,108.05,3.0,2.0
30.0,64.0,20.0,33.86,61.57,6.57,68.02,3.0,1.0
107.0,22.0,54.0,28.0,90.85,6.63,21.62,3.0,8.0
52.0,73.0,79.0,17.26,18.75,7.84,94.0,1.0,7.0
39.0,60.0,21.0,34.9,63.6,6.97,64.73,3.0,1.0
120.0,23.0,55.0,27.84,91.61,6.73,26.48,3.0,8.0
27.0,64.0,15.0,20.16,24.84,5.51,138.24,0.0,0.0
34.0,59.0,18.0,23.38,21.99,5.74,87.67,0.0,0.0
34.0,29.0,8.0,31.88,91.15,6.45,105.34,1.0,4.0
85.0,27.0,45.0,26.07,88.73,6.47,57.8,2.0,5.0
58.0,63.0,81.0,19.81,14.7,6.52,78.97,1.0,7.0
28.0,65.0,23.0,28.39,61.89,7.41,74.24,3.0,1.0
8.0,45.0,18.0,27.93,85.42,7.01,43.25,1.0,9.0
111.0,5.0,47.0,28.03,91.47,6.27,21.18,3.0,8.0
61.0,60.0,15.0,24.88,68.74,6.27,91.26,3.0,3.0
12.0,61.0,19.0,19.33,24.14,5.66,68.51,0.0,0.0
61.0,53.0,43.0,26.4,81.06,6.35,223.37,0.0,6.0
12.0,20.0,10.0,24.45,93.11,6.53,109.47,1.0,4.0
80.0,18.0,51.0,28.05,91.82,6.71,20.77,3.0,8.0
34.0,66.0,19.0,32.97,60.18,7.59,73.45,3.0,1.0
107.0,10.0,49.0,25.83,89.0,6.76,45.25,2.0,5.0
102.0,11.0,47.0,27.99,92.78,6.5,27.15,3.0,8.0
12.0,8.0,10.0,16.15,91.44,8.0,107.43,1.0,4.0
31.0,79.0,25.0,23.19,22.31,5.9,63.38,0.0,0.0
37.0,18.0,39.0,24.15,94.51,6.42,110.23,3.0,2.0
64.0,35.0,23.0,23.02,61.89,5.68,63.04,3.0,3.0
42.0,67.0,77.0,18.99,15.94,6.11,78.71,1.0,7.0
89.0,45.0,36.0,21.33,80.47,6.44,185.5,0.0,6.0
35.0,48.0,15.0,27.11,87.45,6.98,55.04,1.0,9.0
89.0,45.0,36.0,21.33,80.47,6.44,185.5,0.0,6.0
18.0,74.0,15.0,24.9,22.28,5.71,146.47,0.0,0.0
102.0,11.0,47.0,27.99,92.78,6.5,27.15,3.0,8.0
21.0,39.0,20.0,28.14,82.12,7.06,46.76,1.0,9.0
6.0,18.0,37.0,19.66,89.94,5.94,108.05,3.0,2.0
6.0,62.0,22.0,20.53,18.09,5.82,120.45,0.0,0.0
15.0,11.0,38.0,23.13,92.68,6.63,109.39,3.0,2.0
101.0,17.0,55.0,24.37,87.13,6.45,44.64,2.0,5.0
36.0,38.0,15.0,28.36,87.6,6.32,58.0,1.0,9.0
84.0,7.0,51.0,26.82,87.66,6.4,55.74,2.0,5.0
20.0,7.0,45.0,18.91,89.24,6.08,112.48,3.0,2.0
13.0,22.0,5.0,19.67,90.5,7.76,100.17,1.0,4.0
114.0,27.0,48.0,27.82,93.04,6.53,26.32,3.0,8.0
52.0,73.0,79.0,17.26,18.75,7.84,94.0,1.0,7.0
120.0,24.0,47.0,26.99,89.41,6.26,58.55,2.0,5.0
25.0,78.0,76.0,17.48,15.76,7.23,66.97,1.0,7.0
97.0,22.0,50.0,26.26,86.15,6.77,58.98,2.0,5.0
95.0,12.0,51.0,25.76,84.17,6.68,44.22,2.0,5.0
55.0,78.0,21.0,33.39,62.94,6.6,63.57,3.0,1.0
59.0,58.0,17.0,28.55,66.31,7.37,62.83,3.0,1.0
93.0,20.0,50.0,29.93,93.23,6.45,24.35,3.0,8.0
21.0,38.0,21.0,29.76,86.45,6.64,37.55,1.0,9.0
29.0,16.0,36.0,19.81,88.93,5.74,102.86,3.0,2.0
25.0,68.0,77.0,20.09,15.11,7.7,85.75,1.0,7.0
34.0,60.0,23.0,20.13,24.97,5.66,100.05,0.0,0.0
89.0,45.0,36.0,21.33,80.47,6.44,185.5,0.0,6.0
59.0,55.0,19.0,31.74,62.51,7.33,68.97,3.0,1.0
84.0,21.0,55.0,28.47,94.79,6.49,21.08,3.0,8.0
29.0,77.0,75.0,17.5,15.48,7.78,72.94,1.0,7.0
5.0,65.0,16.0,21.33,18.49,5.87,109.1,0.0,0.0
22.0,64.0,82.0,19.49,17.17,6.47,87.51,1.0,7.0
90.0,49.0,21.0,24.84,68.36,6.47,74.05,3.0,3.0
37.0,6.0,13.0,26.03,91.51,7.51,101.28,1.0,4.0
87.0,6.0,45.0,29.83,90.79,6.4,22.84,3.0,8.0
107.0,5.0,52.0,26.66,89.98,6.88,57.41,2.0,5.0
13.0,8.0,12.0,25.16,92.55,7.11,114.31,1.0,4.0
27.0,13.0,6.0,13.36,91.36,7.34,111.23,1.0,4.0
1.0,17.0,6.0,10.79,91.38,6.82,117.53,1.0,4.0
37.0,50.0,23.0,29.65,88.49,6.53,56.02,1.0,9.0
63.0,58.0,22.0,18.25,55.28,6.2,63.72,3.0,3.0
95.0,13.0,46.0,29.84,93.76,6.13,23.28,3.0,8.0
7.0,20.0,12.0,16.53,94.77,6.48,110.04,1.0,4.0
78.0,37.0,22.0,25.34,63.32,6.33,74.52,3.0,3.0
117.0,24.0,53.0,29.17,92.21,6.29,21.3,3.0,8.0
59.0,69.0,80.0,19.08,17.87,8.17,69.41,1.0,7.0
33.0,37.0,19.0,27.93,86.55,7.18,43.48,1.0,9.0
88.0,29.0,51.0,24.72,88.95,6.1,48.46,2.0,5.0
79.0,42.0,37.0,24.87,82.84,6.59,295.61,0.0,6.0
89.0,54.0,38.0,24.52,83.54,6.69,230.45,0.0,6.0
61.0,52.0,41.0,24.98,83.89,6.88,204.8,0.0,6.0
27.0,59.0,22.0,21.81,23.21,5.79,130.06,0.0,0.0
83.0,10.0,53.0,24.93,85.01,6.2,48.76,2.0,5.0
4.0,18.0,37.0,22.92,85.41,7.13,106.28,3.0,2.0
42.0,74.0,83.0,19.26,14.28,7.55,65.78,1.0,7.0
65.0,60.0,22.0,25.37,72.52,6.61,107.91,3.0,3.0
106.0,20.0,51.0,29.73,90.97,6.34,20.49,3.0,8.0
57.0,68.0,81.0,17.17,17.3,8.08,72.79,1.0,7.0
14.0,48.0,21.0,29.25,84.8,6.99,53.43,1.0,9.0
43.0,66.0,79.0,19.46,15.23,7.98,74.59,1.0,7.0
37.0,55.0,82.0,19.46,18.02,6.42,78.45,1.0,7.0
88.0,55.0,45.0,24.64,80.41,7.73,253.72,0.0,6.0
36.0,7.0,37.0,19.87,86.36,5.78,108.32,3.0,2.0
88.0,46.0,42.0,22.68,83.46,6.6,194.27,0.0,6.0
34.0,29.0,8.0,31.88,91.15,6.45,105.34,1.0,4.0
3.0,77.0,25.0,24.85,22.89,5.61,62.21,0.0,0.0
81.0,25.0,49.0,29.87,93.25,6.08,26.26,3.0,8.0
99.0,39.0,18.0,19.2,68.31,6.11,87.85,3.0,3.0
56.0,67.0,78.0,17.57,16.72,8.26,77.82,1.0,7.0
34.0,66.0,17.0,18.81,21.28,5.89,125.08,0.0,0.0
34.0,11.0,10.0,31.75,94.6,7.36,115.2,1.0,4.0
85.0,37.0,39.0,24.53,82.74,6.36,224.68,0.0,6.0
25.0,65.0,21.0,33.86,68.59,6.88,69.24,3.0,1.0
99.0,36.0,20.0,20.58,65.35,6.67,78.35,3.0,3.0
111.0,5.0,52.0,29.88,94.04,6.14,21.0,3.0,8.0
104.0,23.0,47.0,26.98,86.7,6.77,42.91,2.0,5.0
0.0,5.0,36.0,24.35,90.89,6.15,105.53,3.0,2.0
12.0,8.0,10.0,16.15,91.44,8.0,107.43,1.0,4.0
22.0,37.0,20.0,27.63,86.49,6.61,39.26,1.0,9.0
67.0,51.0,24.0,23.5,61.32,5.58,64.78,3.0,3.0
98.0,8.0,51.0,26.18,86.52,6.26,49.43,2.0,5.0
61.0,53.0,43.0,26.4,81.06,6.35,223.37,0.0,6.0
72.0,45.0,35.0,25.43,82.95,5.76,195.36,0.0,6.0
27.0,69.0,22.0,17.92,24.91,5.93,69.15,0.0,0.0
95.0,12.0,51.0,25.76,84.17,6.68,44.22,2.0,5.0
28.0,7.0,9.0,34.59,92.13,6.73,115.57,1.0,4.0
40.0,18.0,43.0,19.39,86.79,5.77,109.91,3.0,2.0
63.0,35.0,16.0,22.03,65.36,6.27,83.73,3.0,3.0
109.0,21.0,55.0,24.9,89.74,6.77,57.45,2.0,5.0
20.0,23.0,11.0,31.85,90.12,6.41,109.95,1.0,4.0
100.0,48.0,16.0,25.72,67.22,5.55,74.51,3.0,3.0
55.0,78.0,21.0,33.39,62.94,6.6,63.57,3.0,1.0
99.0,50.0,15.0,18.15,71.09,5.57,88.08,3.0,3.0
99.0,38.0,21.0,22.88,71.6,6.35,67.73,3.0,3.0
83.0,57.0,19.0,25.73,70.75,6.88,98.74,3.0,3.0
20.0,45.0,22.0,29.59,89.99,6.9,54.96,1.0,9.0
22.0,26.0,38.0,22.92,85.13,6.99,110.24,3.0,2.0
27.0,62.0,24.0,28.63,66.77,7.35,62.27,3.0,1.0
3.0,77.0,25.0,24.85,22.89,5.61,62.21,0.0,0.0
29.0,75.0,75.0,19.62,18.71,7.06,88.46,1.0,7.0
26.0,27.0,10.0,28.07,92.91,6.08,114.13,1.0,4.0
87.0,35.0,25.0,21.45,63.16,6.18,65.89,3.0,3.0
97.0,22.0,50.0,26.26,86.15,6.77,58.98,2.0,5.0
85.0,9.0,53.0,28.21,92.87,6.45,28.79,3.0,8.0
84.0,57.0,25.0,22.54,67.99,6.49,64.41,3.0,3.0
9.0,11.0,8.0,24.86,94.39,6.56,111.78,1.0,4.0
23.0,70.0,15.0,34.6,63.11,7.4,60.42,3.0,1.0
85.0,25.0,47.0,26.11,87.64,6.3,58.48,2.0,5.0
53.0,73.0,77.0,19.71,18.1,7.33,73.64,1.0,7.0
13.0,47.0,20.0,29.22,87.94,6.54,43.14,1.0,9.0
27.0,79.0,82.0,17.07,17.54,6.31,70.87,1.0,7.0
63.0,44.0,41.0,24.17,83.73,5.58,257.03,0.0,6.0
44.0,75.0,22.0,30.03,64.15,7.57,71.21,3.0,1.0
101.0,17.0,47.0,29.49,94.73,6.19,26.31,3.0,8.0
42.0,73.0,25.0,34.04,67.21,6.5,73.24,3.0,1.0
81.0,18.0,50.0,26.81,88.23,6.43,58.8,2.0,5.0
76.0,60.0,39.0,20.05,80.35,6.77,208.58,0.0,6.0
86.0,55.0,21.0,21.54,59.64,6.8,109.75,3.0,3.0
7.0,20.0,12.0,16.53,94.77,6.48,110.04,1.0,4.0
19.0,7.0,10.0,14.78,91.22,6.12,100.2,1.0,4.0
29.0,11.0,5.0,23.13,91.95,7.64,104.42,1.0,4.0
22.0,64.0,82.0,19.49,17.17,6.47,87.51,1.0,7.0
109.0,10.0,53.0,26.82,87.83,6.55,46.06,2.0,5.0
93.0,20.0,50.0,29.93,93.23,6.45,24.35,3.0,8.0
29.0,36.0,25.0,28.29,88.44,7.13,48.57,1.0,9.0
49.0,55.0,78.0,18.66,16.18,7.86,81.71,1.0,7.0
57.0,67.0,25.0,32.35,66.61,7.55,64.56,3.0,1.0
66.0,54.0,21.0,25.19,60.2,5.92,72.12,3.0,3.0
52.0,71.0,16.0,27.74,68.54,7.08,71.79,3.0,1.0
0.0,27.0,38.0,22.45,89.9,6.74,109.39,3.0,2.0
81.0,45.0,35.0,26.53,80.12,6.16,218.92,0.0,6.0
